munid,name,scan_date,status,error,target_url
PRINCE EDWARD,PRINCE EDWARD,2026-05-25,error,"HTTPSConnectionPool(host='pub-pec.escribemeetings.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261CE3E3F10>: Failed to resolve 'pub-pec.escribemeetings.com' ([Errno 11001] getaddrinfo failed)""))",https://pub-pec.escribemeetings.com/
PRINCE TP,PRINCE,2026-05-25,scanned_pdf,,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-04-23.pdf
PUSLINCH TP,PUSLINCH,2026-05-25,error,403 Client Error: Forbidden for url: https://puslinch.ca/wp-content/uploads/2024/12/Schedule-A-2025-Council-Committee-and-Budget-Meeting-Schedule.pdf,https://puslinch.ca/wp-content/uploads/2024/12/Schedule-A-2025-Council-Committee-and-Budget-Meeting-Schedule.pdf
QUINTE WEST C,QUINTE WEST,2026-05-25,scanned_html,,https://quintewest.civicweb.net/Portal/
RAINY RIVER TP,RAINY RIVER,2026-05-25,scanned_pdf,,https://www.rainyriver.ca/uploads/meetings-agendas/2026/csl3-mar-9-26.pdf
RAMARA TP,RAMARA,2026-05-25,scanned_pdf,,https://www.ramara.ca/media/thzfarqj/2026-council_cow-meeting-schedule.pdf
RED LAKE M,RED LAKE,2026-05-25,error,404 Client Error: Not Found for url: https://pub-redlake.escribemeetings.com/,https://pub-redlake.escribemeetings.com/
RED ROCK TP,RED ROCK,2026-05-25,error,404 Client Error: Not Found for url: https://redrocktownship.com/wp-content/uploads/2024/12/Minutes-December-16-2024.pdf,https://www.redrocktownship.com/wp-content/uploads/2024/12/Minutes-December-16-2024.pdf
RENFREW TP,RENFREW,2026-05-25,error,404 Client Error: Page Not Found for url: https://www.countyofrenfrew.on.ca/en/county-government/resources/Documents/36-16.pdf,https://www.countyofrenfrew.on.ca/en/county-government/resources/Documents/36-16.pdf
RICHMOND HILL C,RICHMOND HILL,2026-05-25,scanned_pdf,,https://www.richmondhill.ca/en/resources/By-law-125-23-Procedure-By-law-Accessible.pdf
RIDEAU LAKES TP,RIDEAU LAKES,2026-05-25,scanned_pdf,,https://pub-rideaulakes.escribemeetings.com/FileStream.ashx?DocumentId=14607
RUSSELL TP,RUSSELL,2026-05-25,scanned_pdf,,https://russell.civicweb.net/filepro/document/184003/Special Council Meeting - 2023-09-11 - Agenda - Pdf.pdf
RYERSON TP,RYERSON,2026-05-25,scanned_pdf,,https://www.ryersontownship.ca/content/departments/administration/permits/application-for-trailer-license-print-and-submit.pdf
SABLES SPANISH RIVERS TP,SABLES SPANISH RIVERS,2026-05-25,scanned_pdf,,https://www.sables-spanish.ca/wp-content/uploads/2026/01/2026-Recycling-Schedule-Sable-Spanish.pdf
SARNIA C,SARNIA,2026-05-25,scanned_html,,https://sarnia.civicweb.net/Portal/
SAUGEEN SHORES TP,SAUGEEN SHORES,2026-05-25,scanned_html,,https://pub-saugeenshores.escribemeetings.com/
SAULT STE MARIE C,SAULT STE MARIE,2026-05-25,scanned_pdf,,https://saultstemarie.ca/wp-content/uploads/2024/12/2023-100-Council-Procedure.pdf
SCHREIBER TP,SCHREIBER,2026-05-25,scanned_pdf,,https://www.schreiber.ca/wp-content/uploads/2020/05/Community-Town-Hall-Presentation-2019-2-11-FINAL.pdf
SCUGOG TP,SCUGOG,2026-05-25,scanned_pdf,,https://www.scugog.ca/media/pyfiarlx/2026-council-gpa-and-pca-meeting-schedule-5.pdf
SEGUIN TP,SEGUIN,2026-05-25,scanned_html,,https://cityofseguintx.legistar.com/View.ashx?M=IC&ID=1408797&GUID=54FB657F-EAE8-47F8-9696-215D37D3C312
SELWYN TP,SELWYN,2026-05-25,scanned_pdf,,https://www.selwyntownship.ca/media/lxlnzlno/communicator2025_final.pdf
SEVERN TP,SEVERN,2026-05-25,scanned_html,,https://severn.civicweb.net/Portal/
SHELBURNE TP,SHELBURNE,2026-05-25,scanned_pdf,,https://www.municipalityofshelburne.ca/wp-content/uploads/2026/04/2026.04.22_Council-Package.pdf
SHUNIAH M,SHUNIAH,2026-05-25,scanned_pdf,,https://www.shuniah.org/wp-content/uploads/2026/04/Z25-6-APPLICATION.pdf
SIOUX LOOKOUT M,SIOUX LOOKOUT,2026-05-25,scanned_pdf,,https://d2wxwk5ilzon84.cloudfront.net/siouxlookout/115872722cfa6b10e7b025e364e668e70.pdf
SIOUX NARROWS NESTOR FALLS TP,SIOUX NARROWS NESTOR FALLS,2026-05-25,error,404 Client Error: Not Found for url: https://www.snnf.ca/api/media/file/Agenda%20Special%20Session-%20April%2028%2C%202026.pdf,https://www.snnf.ca/api/media/file/Agenda%20Special%20Session-%20April%2028%2C%202026.pdf
SMITHS FALLS TP,SMITHS FALLS,2026-05-25,scanned_pdf,,https://pub-smithsfalls.escribemeetings.com/FileStream.ashx?DocumentId=2722
SMOOTH ROCK FALLS TP,SMOOTH ROCK FALLS,2026-05-25,scanned_html,,https://docs.google.com/viewer?url=https%3A%2F%2Fsmoothrockfalls.ca%2Fwp-admin%2Fadmin-ajax.php%3Fjuwpfisadmin%3Dfalse%26action%3Dwpfd%26task%3Dfile.download%26wpfd_category_id%3D133%26wpfd_file_id%3D01BFZNUC2COH5MHIHMFNE3IPI3HZ27ECTH%26token%3Dbd5f527dbd6810bad11d43dd80fa49d8%26preview%3D1&embedded=true
SOUTH ALGONQUIN TP,SOUTH ALGONQUIN,2026-05-25,scanned_pdf,,https://www.southalgonquin.ca/wp-content/uploads/2026/04/Waste-Collection-Calendar-2026-2-2.pdf
SOUTH BRUCE M,SOUTH BRUCE,2026-05-25,scanned_pdf,,"https://southbrucepeninsula.civicweb.net/FileStorage/F6E92F6084DA47E7AA4D7FF470690E07-Unfinished%20Business%20August%206,%202024.pdf"
SOUTH BRUCE PENINSULA TP,SOUTH BRUCE PENINSULA,2026-05-25,scanned_pdf,,"https://southbrucepeninsula.civicweb.net/FileStorage/F6E92F6084DA47E7AA4D7FF470690E07-Unfinished%20Business%20August%206,%202024.pdf"
SOUTH DUNDAS M,SOUTH DUNDAS,2026-05-25,scanned_pdf,,https://www.southdundas.com/sites/3/files/2021-12/December-18-2018-Minutes.pdf
SOUTH FRONTENAC TP,SOUTH FRONTENAC,2026-05-25,scanned_pdf,,https://www.southfrontenac.net/media/1gqnpvi1/by-law-2025-21-council-procedure-by-law.pdf
SOUTH GLENGARRY TP,SOUTH GLENGARRY,2026-05-25,scanned_pdf,,https://www.southglengarry.com/media/deppr3d3/2022-12-19_agenda.pdf
SOUTH HURON M,SOUTH HURON,2026-05-25,scanned_pdf,,https://granicus-azmop-peak.s3.ca-central-1.amazonaws.com/uploads/attachment/pdf/17256/2026-02-18_Council_Day_2_-_Minutes.pdf
SOUTH RIVER TP,SOUTH RIVER,2026-05-25,scanned_pdf,,https://southriver.ca/uploads/Apr-28-2026 update.pdf
SOUTH STORMONT TP,SOUTH STORMONT,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261931BF490>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
SOUTH WEST OXFORD TP,SOUTH WEST OXFORD,2026-05-25,scanned_pdf,,https://www.swox.org/media/2xtjv02p/2026-04-07-council-highlights.pdf
SOUTHGATE TP,SOUTHGATE,2026-05-25,scanned_html,,https://pub-southgate.escribemeetings.com/
SOUTHWEST MIDDLESEX M,SOUTHWEST MIDDLESEX,2026-05-25,scanned_pdf,,https://www.southwestmiddlesex.ca/sites/default/files/2026-04/2026%2004%2008%20-%20Regular%20Council%20Meeting%20Minutes.pdf
SOUTHWOLD TP,SOUTHWOLD,2026-05-25,scanned_pdf,,https://calendar.southwold.ca/default/Download?StartDate=04/01/2026&EndDate=04/30/2026
SPANISH TP,SPANISH,2026-05-25,scanned_pdf,,https://www.townofspanish.com/wp-content/uploads/2026/04/8.-April-15-2026.pdf
SPRINGWATER TP,SPRINGWATER,2026-05-25,error,404 Client Error: Not Found for url: https://www.springwater.ca/en/township-hall/resources/Documents/By-laws/2017-007-Consolidated-Procedural-By-law-rev.-2024.pdf,https://www.springwater.ca/en/township-hall/resources/Documents/By-laws/2017-007-Consolidated-Procedural-By-law-rev.-2024.pdf
ST CATHARINES C,ST CATHARINES,2026-05-25,scanned_pdf,,"https://www.stcatharines.ca/en/council-and-administration/resources/Mayoral-Decisions/26-11-By-law-Approval-April-13,-2026.pdf"
ST CHARLES M,ST CHARLES,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260EA2A8450>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
ST CLAIR TP,ST CLAIR,2026-05-25,scanned_pdf,,https://www.stclairtownship.ca/wp-content/uploads/21-December-15-2025.pdf
ST JOSEPH TP,ST JOSEPH,2026-05-25,scanned_pdf,,https://stjosephtownship.com/documents/assets/uploads/files/en/agenda_-_agenda_council_meeting__apr15_2026.pdf
ST MARYS T,ST MARYS,2026-05-25,scanned_pdf,,https://www.townofstmarys.com/media/13lpr2d4/20-16-procedural-by-law.pdf
ST THOMAS C,ST THOMAS,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261CF4E3D90>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
STIRLING RAWDON TP,STIRLING RAWDON,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261BD6D3F10>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
STONE MILLS TP,STONE MILLS,2026-05-25,scanned_pdf,,https://www.stonemills.com/media/tjdf1imq/council-recap-2026-04-13.pdf
STRATFORD C,STRATFORD,2026-05-25,scanned_html,,https://stratford.civicweb.net/Portal/
STRATHROY CARADOC M,STRATHROY CARADOC,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260FA0B3DD0>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
STRONG TP,STRONG,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261BD6D0D50>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
SUNDRIDGE TP,SUNDRIDGE,2026-05-25,scanned_pdf,,https://irp.cdn-website.com/2213ca44/files/uploaded/2026+04+30+-+Tri+Council+Agenda+Package.pdf
TARBUTT AND TARBUTT ADDITIONAL TP,TARBUTT AND TARBUTT ADDITIONAL,2026-05-25,scanned_pdf,,https://tarbutt.ca/wp-content/uploads/2026/04/April-27-Special-Council-agenda.pdf
TAY TP,TAY,2026-05-25,scanned_pdf,,https://tay.civicweb.net/document/19258/Tay%20Township%20-%20Delegation%20Request%20Form.pdf
TAY VALLEY TP,TAY VALLEY,2026-05-25,scanned_pdf,,https://tay.civicweb.net/document/22455/Agricultural%20Advisory%20Committee%20Terms%20of%20Reference.pdf
TECUMSEH TP,TECUMSEH,2026-05-25,error,403 Client Error: Forbidden for url: https://www.ontario.ca/files/2024-08/mmah-provincial-planning-statement-en-2024-08-19.pdf,https://www.ontario.ca/files/2024-08/mmah-provincial-planning-statement-en-2024-08-19.pdf
TEHKUMMAH TP,TEHKUMMAH,2026-05-25,scanned_pdf,,https://tehkummah.ca/wp-content/uploads/2023/09/PROCEDURE-ByLAW-2019-011-REVISED-March-28-2019.pdf
TEMAGAMI M,TEMAGAMI,2026-05-25,scanned_pdf,,https://www.temagami.ca/public/download/files/317468
TEMISKAMING SHORES C,TEMISKAMING SHORES,2026-05-25,scanned_pdf,,https://www.temiskamingshores.ca/media/y2mjzeqx/25-12-02-cow-minutes.pdf
TERRACE BAY TP,TERRACE BAY,2026-05-25,scanned_pdf,,https://www.terracebay.ca/wp-content/uploads/2026/04/2026-Spring-Clean-up.pdf
THAMES CENTRE M,THAMES CENTRE,2026-05-25,scanned_html,,https://pub-thamescentre.escribemeetings.com/
THE ARCHIPELAGO TP,THE ARCHIPELAGO,2026-05-25,error,"HTTPSConnectionPool(host='thearchipelago.civicweb.net', port=443): Max retries exceeded with url: /document/32100 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260D742E210>: Failed to resolve 'thearchipelago.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://thearchipelago.civicweb.net/document/32100
THE BLUE MOUNTAINS TP,THE BLUE MOUNTAINS,2026-05-25,scanned_pdf,,https://pub-bluemountains.escribemeetings.com/FileStream.ashx?DocumentId=31515
THE NATION,THE NATION,2026-05-25,error,"HTTPSConnectionPool(host='nationmun.civicweb.net', port=443): Max retries exceeded with url: /document/55100 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261941046D0>: Failed to resolve 'nationmun.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://nationmun.civicweb.net/document/55100
THE NORTH SHORE TP,THE NORTH SHORE,2026-05-25,error,Response ended prematurely,https://townshipofthenorthshore.ca/documents/assets/uploads/files/en/2_-_april_28_agenda_tuesday.pdf
THESSALON TP,THESSALON,2026-05-25,scanned_pdf,,https://thessalon.ca/wp-content/uploads/2026/04/April-20-2026-Special-Meeting-Contents-Page.pdf
THORNLOE TP,THORNLOE,2026-05-25,error,"HTTPSConnectionPool(host='thornloe.ca', port=443): Max retries exceeded with url: /wp-content/uploads/2024/12/Minutes-Dec-04-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261A9BEC090>: Failed to resolve 'thornloe.ca' ([Errno 11001] getaddrinfo failed)""))",https://thornloe.ca/wp-content/uploads/2024/12/Minutes-Dec-04-2024.pdf
THOROLD C,THOROLD,2026-05-25,scanned_html,,https://pub-thorold.escribemeetings.com/
THUNDER BAY C,THUNDER BAY,2026-05-25,scanned_pdf,,https://pub-thunderbay.escribemeetings.com/FileStream.ashx?DocumentId=11676
TILLSONBURG TP,TILLSONBURG,2026-05-25,scanned_pdf,,https://pub-tillsonburg.escribemeetings.com/FileStream.ashx?DocumentId=39831
THAMES CENTRE M,THAMES CENTRE,2026-05-25,scanned_html,,https://pub-thamescentre.escribemeetings.com/
TINY TP,TINY,2026-05-25,scanned_pdf,,https://www.tiny.ca/sites/default/files/2025-10/2026%20Council%20Meeting%20Schedule.pdf
TORONTO C,TORONTO,2026-05-25,scanned_pdf,,https://www.toronto.ca/legdocs/municode/1184_027.pdf
TRENT HILLS M,TRENT HILLS,2026-05-25,scanned_html,,https://trenthills.civicweb.net/Portal/
TRENT LAKES M,TRENT LAKES,2026-05-25,error,404 Client Error: Not Found for url: https://www.trentlakes.ca/en/government/resources/Documents/2025-Council-Committee-and-Board-Meeting-Calendar.pdf,https://www.trentlakes.ca/en/government/resources/Documents/2025-Council-Committee-and-Board-Meeting-Calendar.pdf
TUDOR AND CASHEL TP,TUDOR AND CASHEL,2026-05-25,scanned_html,,https://tudorandcashel.civicweb.net/Portal/
TWEED M,TWEED,2026-05-25,scanned_html,,https://tweed.civicweb.net/Portal/
TYENDINAGA TP,TYENDINAGA,2026-05-25,scanned_html,,https://zoom.us/download
UXBRIDGE TP,UXBRIDGE,2026-05-25,scanned_pdf,,https://www.uxbridge.ca/public/download/files/311425
VAL RITA HARTY TP,VAL RITA HARTY,2026-05-25,scanned_pdf,,https://valharty.ca/wp-content/uploads/2026/04/April-21-2026-Regular-Meeting-of-Council.pdf
VAUGHAN C,VAUGHAN,2026-05-25,error,404 Client Error: Not Found for url: https://pub-vaughan.escribemeetings.com/FileStream.ashx?DocumentId=223970,https://pub-vaughan.escribemeetings.com/FileStream.ashx?DocumentId=223970
WAINFLEET TP,WAINFLEET,2026-05-25,scanned_pdf,,https://www.wainfleet.ca/sites/24/files/2025-03/BL022-2023%20Council%20Procedure%20By-law%20AS%20AMENDED%20%282025%29.pdf
WARWICK TP,WARWICK,2026-05-25,scanned_html,,https://warwick.civicweb.net/Portal/
WASAGA BEACH TP,WASAGA BEACH,2026-05-25,scanned_pdf,,https://pub-wasagabeach.escribemeetings.com/FileStream.ashx?DocumentId=16012
WATERLOO C,WATERLOO,2026-05-25,error,404 Client Error: Not Found for url: https://www.regionofwaterloo.ca/en/regional-government/resources/Documents/How_to_Change_your_Browser_Preferences_so_it_uses_Acrobat_or_Reader_PDF_Viewer.pdf,https://www.regionofwaterloo.ca/en/regional-government/resources/Documents/How_to_Change_your_Browser_Preferences_so_it_uses_Acrobat_or_Reader_PDF_Viewer.pdf
WAWA M,WAWA,2026-05-25,scanned_pdf,,https://www.wawa.cc/media/og5d04rg/c00-2026-council-meeting-schedule-dates.pdf
WELLAND C,WELLAND,2026-05-25,scanned_pdf,,https://pub-welland.escribemeetings.com/FileStream.ashx?DocumentId=5527
WELLESLEY TP,WELLESLEY,2026-05-25,scanned_pdf,,https://www.wellesley.ca/media/2iipepkb/2026-council-meeting-schedule-revised-april-14-2026.pdf
WELLINGTON NORTH TP,WELLINGTON NORTH,2026-05-25,scanned_pdf,,https://www.wellington-north.com/sites/default/files/2026-02/2027%20Council%20Meeting%20Schedule_0.pdf
WEST ELGIN M,WEST ELGIN,2026-05-25,scanned_pdf,,https://www.westelgin.net/en/municipal-office/resources/Documents/Ward-map_0.pdf
WEST GREY M,WEST GREY,2026-05-25,scanned_pdf,,https://www.westgrey.com/media/vdekml0a/2026-council-calendar.pdf
WEST LINCOLN TP,WEST LINCOLN,2026-05-25,error,"HTTPSConnectionPool(host='westgrey.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260EA699D10>: Failed to resolve 'westgrey.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://westgrey.civicweb.net/Portal/
WEST NIPISSING M,WEST NIPISSING,2026-05-25,error,"HTTPSConnectionPool(host='westgrey.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261BEA00C50>: Failed to resolve 'westgrey.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://westgrey.civicweb.net/Portal/
WEST PERTH M,WEST PERTH,2026-05-25,error,"HTTPSConnectionPool(host='westgrey.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261A42E9C90>: Failed to resolve 'westgrey.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://westgrey.civicweb.net/Portal/
WESTPORT TP,WESTPORT,2026-05-25,error,"HTTPSConnectionPool(host='westgrey.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000261A42E87D0>: Failed to resolve 'westgrey.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://westgrey.civicweb.net/Portal/
WHITBY TP,WHITBY,2026-05-25,scanned_pdf,,https://pub-whitby.escribemeetings.com/FileStream.ashx?DocumentId=42463
WHITCHURCH STOUFFVILLE TP,WHITCHURCH STOUFFVILLE,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260E0743F50>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
WHITE RIVER TP,WHITE RIVER,2026-05-25,scanned_pdf,,https://cdn.prod.website-files.com/5dbda997c2ce781a775497bd/6a08c601f7f39f63abd0bcd4_051826%20Agenda.pdf
WHITESTONE M,WHITESTONE,2026-05-25,scanned_html,,https://www.whitestone.ca/p/council-agendas-and-minutes#downloadOurApp
WHITEWATER REGION TP,WHITEWATER REGION,2026-05-25,scanned_html,,https://whitewaterregion.civicweb.net/Portal/
WILMOT TP,WILMOT,2026-05-25,scanned_pdf,,https://pub-wilmot.escribemeetings.com/FileStream.ashx?DocumentId=15718
WINDSOR C,WINDSOR,2026-05-25,scanned_pdf,,https://www.citywindsor.ca/documents/city-hall/city-council-meetings/Council-2026/2026Calendar.pdf
WOLLASTON TP,WOLLASTON,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260D58D0F90>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
WOODSTOCK C,WOODSTOCK,2026-05-25,error,404 Client Error: Not Found for url: https://www.cityofwoodstock.ca/en/resourcesGeneral/PDFs/Clerks/Bylaws/Council/Chapter-0016---Procedure.pdf,https://www.cityofwoodstock.ca/en/resourcesGeneral/PDFs/Clerks/Bylaws/Council/Chapter-0016---Procedure.pdf
WOOLWICH TP,WOOLWICH,2026-05-25,scanned_html,,https://pub-woolwich.escribemeetings.com/
ZORRA TP,ZORRA,2026-05-25,scanned_html,,https://zorra.civicweb.net/Portal/MeetingInformation.aspx?Id=1328
BRUCE,BRUCE,2026-05-25,scanned_pdf,,https://www.brucecounty.on.ca/sites/default/files/01.10.19_executive_committee_closed_agenda_0.pdf
COCHRANE,COCHRANE,2026-05-25,scanned_pdf,,https://cdsb.care/wp-content/uploads/2024/07/CDSSAB-Virtual-Board-Meeting-Policy.pdf
DURHAM,DURHAM,2026-05-25,scanned_pdf,,https://pub-durhamregion.escribemeetings.com/FileStream.ashx?DocumentId=10249
ELGIN,ELGIN,2026-05-25,scanned_pdf,,https://www.elgincounty.ca/wp-content/uploads/2026/02/26-05-Budget.pdf
ESSEX,ESSEX,2026-05-25,scanned_pdf,,https://www.essex.ca/media/ntho0src/proclamation-policy.pdf
FRONTENAC,County of Frontenac,2026-05-25,error,"HTTPSConnectionPool(host='frontenaccounty.civicweb.net', port=443): Max retries exceeded with url: /Portal/MeetingInformation.aspx?Id=1234 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000260BEFB0FD0>: Failed to resolve 'frontenaccounty.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://frontenaccounty.civicweb.net/Portal/MeetingInformation.aspx?Id=1234
GREY,Grey County,2026-05-25,scanned_pdf,,https://pub-grey.escribemeetings.com/filestream.ashx?DocumentId=1000
HALTON,Halton Region,2026-05-25,scanned_html,,https://edmweb.halton.ca/OnBaseAgendaOnline/Documents/Downloadfile/Audit_Committee_Meeting_No._1-26_4625_Agenda_2026-05-13_9_30_00_AM.pdf?documentType=1&meetingId=4625
HASTINGS,Hastings County,2026-05-25,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000026158265650>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
HURON,Huron County,2026-05-25,scanned_pdf,,https://www.huroncounty.ca/wp-content/uploads/2024/12/2025-Council-Board-and-Committee-Schedule.pdf
KENORA,City of Kenora,2026-05-25,scanned_pdf,,https://www.kenora.ca/media/mzsmjwzn/council-meeting-calendar.pdf
LAMBTON,County of Lambton,2026-05-25,scanned_html,,https://calendar.lambtononline.ca/meetings/Detail/2025-12-03-0900-Council-Meeting/Minutes
LANARK,Lanark County,2026-05-25,scanned_pdf,,https://lanarkcounty.civicweb.net/document/148097/Closed%20Meeting%20Investigation%20Report%20-%20Lanark%20County%20(CSC).pdf
LEEDS AND GRENVILLE,United Counties of Leeds and Grenville,2026-05-25,scanned_pdf,,https://pub-uclg.escribemeetings.com:443/FileStream.ashx?DocumentId=11911
MUSKOKA,District Municipality of Muskoka,2026-05-25,scanned_html,,https://muskoka.civicweb.net/Portal/MeetingInformation.aspx?Id=3000
NIAGARA,Niagara Region,2026-05-25,scanned_html,,https://www.niagararegion.ca/government/council/minutes/default.aspx?t=1
NIPISSING,District of Nipissing,2026-05-25,scanned_pdf,,https://www.northbay.ca/media/tuwlgbs3/coa-agenda-may-26th-2026.pdf
NORTHUMBERLAND,Northumberland County,2026-05-25,scanned_pdf,,https://pub-northumberland.escribemeetings.com/FileStream.ashx?DocumentId=15756
OXFORD,Oxford County,2026-05-25,scanned_pdf,,https://pub-oxfordcounty.escribemeetings.com/FileStream.ashx?DocumentId=12874
PARRY SOUND,District of Parry Sound,2026-05-25,scanned_pdf,,https://www.parrysound.ca/media/qo1ptuiy/933a-rj-att1-2024-council-meeting-dates.pdf
PEEL,Region of Peel,2026-05-25,scanned_pdf,,https://peelregion.ca/sites/default/files/2024-06/conflicts-registry.pdf
PERTH,Perth County,2026-05-25,scanned_pdf,,https://www.perth.ca/media/krvd5yix/2026-council-_-committee-calendar.pdf
PETERBOROUGH,Peterborough County,2026-05-25,scanned_pdf,,https://pub-peterborough.escribemeetings.com/FileStream.ashx?DocumentId=42220
PRESCOTT AND RUSSELL,United Counties of Prescott and Russell,2026-05-25,error,404 Client Error: Not Found for url: https://www.prescott.ca/government/agendas-minutes/,https://prescott.ca/government/agendas-minutes/
RAINY RIVER,District of Rainy River,2026-05-25,scanned_pdf,,https://rrdssab.ca/wp-content/uploads/2026/05/May-Agenda-2026.pdf
RENFREW,County of Renfrew,2026-05-25,scanned_pdf,,https://www.countyofrenfrew.on.ca/en/county-government/resources/Documents/153-24-Procedure-By-lawFINALAccessible.pdf
SIMCOE,County of Simcoe,2026-05-25,scanned_pdf,,https://simcoe.ca/wp-content/uploads/2025/11/Procedure-By-law-No.-7151-25.pdf
SUDBURY,District of Sudbury,2026-05-25,scanned_pdf,,https://pub-greatersudbury.escribemeetings.com/FileStream.ashx?DocumentId=60302
THUNDER BAY,District of Thunder Bay,2026-05-25,scanned_pdf,,https://pub-thunderbay.escribemeetings.com/FileStream.ashx?DocumentId=11907
TIMISKAMING,District of Timiskaming,2026-05-25,scanned_pdf,,https://www.temiskamingshores.ca/media/y2mjzeqx/25-12-02-cow-minutes.pdf
WATERLOO,Region of Waterloo,2026-05-25,error,404 Client Error: Not Found for url: https://www.regionofwaterloo.ca/en/regional-government/resources/Documents/How_to_Change_your_Browser_Preferences_so_it_uses_Acrobat_or_Reader_PDF_Viewer.pdf,https://www.regionofwaterloo.ca/en/regional-government/resources/Documents/How_to_Change_your_Browser_Preferences_so_it_uses_Acrobat_or_Reader_PDF_Viewer.pdf
WELLINGTON,Wellington County,2026-05-25,error,404 Client Error: Not Found for url: https://pub-wellington.escribemeetings.com/filestream.ashx?DocumentId=1000,https://pub-wellington.escribemeetings.com/filestream.ashx?DocumentId=1000
YORK,York Region,2026-05-25,scanned_pdf,,https://yorkpublishing.escribemeetings.com/FileStream.ashx?DocumentId=50388
